 NUMBER     AGNF50_AGN
      J              E
                      
 906114  3.000000E-003
 906126  1.000000E-003
 906149           NULL
 906150           NULL
 906177  5.000000E-002
 906208  3.100000E-002
 906214  1.000000E-002
 906257  1.500000E-002
 906262  3.000000E-003
 906303  2.850000E-001
 906311  8.700000E-002
 906329  1.700000E-002
 906344  1.800000E-001
 906372  5.300000E-002
 906375           NULL
 906376  4.000000E-003
 906386  1.000000E-002
 906415  2.600000E-002
 906417  1.000000E-003
 906443           NULL
 906451  3.500000E-002
 906461  1.800000E-002
 906482  2.000000E-002
 906488           NULL
 906511  2.400000E-002
 906527  2.400000E-001
 906578           NULL
 906612           NULL
 906653  1.350000E-001
 906654  3.400000E-002
 906675  7.200000E-002
 906724  8.430000E-001
 906733           NULL
 906741           NULL
 906742  1.110000E-001
 906756  1.500000E-002
 906771  9.000000E-003
 906802  9.900000E-002
 906826  4.470000E-001
 906841  5.000000E-003
 906869  2.300000E-002
 906872  1.700000E-001
 906893           NULL
 906980  8.800000E-002
 906982  1.100000E-002
 907002  5.000000E-003
 907005  5.000000E-003
 907047           NULL
 907077  5.300000E-002
 907090  8.000000E-003
 907107  1.300000E-002
 907109  3.000000E-003
 907121  3.000000E-003
 907146  2.900000E-002
 907208  2.000000E-002
 907244  2.000000E-003
 907297  1.230000E-001
 907349  3.300000E-002
 907397  2.900000E-002
 907420  6.000000E-003
 907444  4.200000E-002
 907476  3.400000E-002
 907488  2.000000E-003
 907494  1.200000E-002
 907506  1.560000E-001
 907529           NULL
 907536  1.800000E-002
 907545  6.700000E-002
 907572  5.000000E-003
 907576  1.100000E-001
 907577  3.000000E-002
 907583  3.000000E-003
 907589  7.000000E-003
 907611  2.600000E-002
 907630  2.000000E-003
 907640  2.710000E-001
 907674  3.000000E-003
 907675           NULL
 907729  3.700000E-002
 907742  1.540000E-001
 907794  5.000000E-003
 907826  5.000000E-003
 907852           NULL
 907877  5.000000E-003
 907888  2.400000E-002
 907934  3.300000E-002
 907965  1.280000E-001
 907966  5.000000E-003
 907968  2.000000E-003
 907988  3.390000E-001
 907992  6.000000E-003
 908000  7.000000E-003
 908003  2.000000E-003
 908032           NULL
 908050  1.000000E-002
 908073  1.800000E-002
 908098  4.500000E-002
 908099  3.300000E-002
 908160  3.200000E-002
 908171  1.500000E-002
 908182  4.100000E-002
 908206  1.160000E-001
 908221  2.130000E-001
 908228  1.500000E-002
 908288  7.000000E-003
 908297  8.200000E-002
 908326  4.000000E-003
 908372           NULL
 908373  4.400000E-002
 908392  9.000000E-002
 908436  1.900000E-002
 908437  4.200000E-001
 908450  8.900000E-002
 908489  2.650000E-001
 908512           NULL
 908517  1.100000E-002
 908521  5.000000E-003
 908527  2.020000E-001
 908529  5.400000E-002
 908539  2.300000E-002
 908556  4.000000E-003
 908576           NULL
 908606  6.000000E-003
 908616  1.600000E-002
 908728  1.000000E-003
 908782  8.000000E-003
 908790           NULL
 908794  5.000000E-002
 908820  1.900000E-002
 908854  2.420000E-001
 908855           NULL
 908874  6.000000E-003
 908876           NULL
 908883           NULL
 908917  1.260000E-001
 908934  2.400000E-002
 908960  1.300000E-002
 908995  2.100000E-002
 909018  8.000000E-003
 909065  2.400000E-002
 909101  3.100000E-002
 909132  9.600000E-002
 909146  5.400000E-002
 909190  9.000000E-003
 909226  1.520000E-001
 909228           NULL
 909256           NULL
 909260  7.000000E-003
 909275  4.700000E-002
 909283  3.300000E-002
 909298  1.000000E-003
 909307           NULL
 909312  5.000000E-003
 909344           NULL
 909380  7.000000E-003
 909388  9.800000E-002
 909389  4.700000E-002
 909392  4.800000E-002
 909406  6.300000E-002
 909426  2.300000E-002
 909449  2.200000E-002
 909456  1.000000E-002
 909471  5.100000E-002
 909503  5.700000E-002
 909519  1.000000E-003
 909538  8.000000E-003
 909560           NULL
 909583  1.460000E-001
 909586  2.300000E-002
 909592  1.300000E-002
 909617  3.000000E-002
 909645  1.300000E-001
 909702  4.600000E-002
 909706  4.100000E-002
 909716           NULL
 909718           NULL
 909777           NULL
 909808  2.290000E-001
 909815  8.300000E-002
 909862  1.760000E-001
 909889  3.700000E-002
 909932  4.910000E-001
 909948  1.660000E-001
 910014  1.800000E-002
 910060  1.400000E-002
 910082           NULL
 910100  1.280000E-001
 910132  4.700000E-002
 910155  2.500000E-002
 910160  3.220000E-001
 910166  5.400000E-002
 910187  3.500000E-002
 910246  8.000000E-003
 910252  1.000000E-003
 910258  8.100000E-002
 910281           NULL
 910296  1.000000E-002
 910309  1.300000E-002
 910318  2.400000E-002
 910331  2.000000E-003
 910339  3.200000E-002
 910395  1.070000E-001
 910400           NULL
 910421  1.300000E-002
 910447  3.700000E-002
 910479  1.000000E-002
 910522  2.800000E-002
 910581  3.400000E-002
 910600  1.900000E-002
 910644  4.200000E-002
 910677  2.650000E-001
 910718           NULL
 910751  1.810000E-001
 910760  5.000000E-003
 910770  2.460000E-001
 910790  1.770000E-001
 910799  7.800000E-002
 910803  5.000000E-003
 910826  6.800000E-002
 910848           NULL
 910871  2.890000E-001
 910893  2.410000E-001
 910899  7.260000E-001
 910900  5.100000E-001
 910907  2.180000E-001
 910946           NULL
 910948  8.000000E-003
 910978           NULL
 910988  8.000000E-003
 911000           NULL
 911001  7.000000E-003
 911004  3.700000E-002
 911013  7.000000E-003
 911034  8.000000E-003
 911047  1.910000E-001
 911094           NULL
 911108  9.000000E-003
 911149  9.000000E-003
 911163  1.100000E-002
 911180           NULL
 911184           NULL
 911190  1.690000E-001
 911221  6.800000E-002
 911237           NULL
 911254  2.600000E-002
 911282  3.000000E-003
 911300           NULL
 911354  6.000000E-003
 911366  2.000000E-003
 911394  1.300000E-002
 911422  6.400000E-002
 911457  1.310000E-001
 911488  9.000000E-003
 911516  1.300000E-002
 911550  8.300000E-002
 911558  4.600000E-002
 911591           NULL
 911658  9.000000E-003
 911665  7.100000E-002
 911675  4.000000E-003
 911723           NULL
 911746  1.000000E-002
 911748  2.000000E-003
 911756  2.430000E-001
 911779  4.000000E-003
 911808  6.900000E-002
 911815  3.770000E-001
 911817  3.900000E-002
 911827  1.800000E-002
 911852  1.100000E-002
 911861  5.900000E-002
 911866  4.500000E-002
 911879  2.500000E-002
 911899           NULL
 911904  2.800000E-002
 911913  3.300000E-002
 911959  5.000000E-003
 911968           NULL
 911981  9.490000E-001
 911987  4.900000E-002
 912005           NULL
 912010           NULL
 912028  1.800000E-002
 912072  8.600000E-002
 912075  5.300000E-002
 912079  1.830000E-001
 912106  2.700000E-002
 912114           NULL
 912146           NULL
 912160  2.700000E-002
 912201  3.890000E-001
 912257  6.000000E-003
 912324  4.000000E-003
 912485  1.160000E-001
 912497  1.120000E-001
 912500  1.940000E-001
 912503  1.000000E-003
 912509  1.500000E-001
 912515  7.000000E-002
 912538           NULL
 912543  1.840000E-001
 912562  2.000000E-003
 912573  1.000000E-002
 912594  8.000000E-003
 912632           NULL
 912647  1.700000E-002
 912649           NULL
 912678  3.700000E-002
 912688           NULL
 912708  3.700000E-002
 912733  8.400000E-002
 912770  1.400000E-002
 912789  3.000000E-003
 912797  1.530000E-001
 912818  4.000000E-003
 912822  1.600000E-002
 912826  1.300000E-002
 912849  1.000000E-003
 912860  1.600000E-002
 912899  8.000000E-003
 912938  1.000000E-003
 912946           NULL
 912969  1.200000E-002
 912976  3.000000E-003
 912990  5.200000E-002
 912992  1.000000E-002
 912997  1.000000E-002
 913000  1.400000E-002
 913063  5.100000E-002
 913092  1.700000E-002
 913115           NULL
 913127  1.220000E-001
 913142  3.420000E-001
 913178  1.400000E-002
 913195  2.300000E-002
 913212  3.200000E-002
 913282  4.680000E-001
 913285  1.000000E-003
 913289  4.000000E-002
 913336           NULL
 913346  1.800000E-002
 913370  4.100000E-002
 913393  5.000000E-003
 913427  9.800000E-002
 913439  4.700000E-002
 913442  2.600000E-002
 913458  6.000000E-003
 913460  4.000000E-003
 913465           NULL
 913469  5.700000E-002
 913541  7.860000E-001
 913564  1.600000E-002
 913611  1.000000E-003
 913622  6.640000E-001
 913673           NULL
 913710  3.560000E-001
 913715  5.300000E-001
 913748  1.070000E-001
 913755           NULL
 913793  3.600000E-002
 913849  9.000000E-002
 913862  1.520000E-001
 913884  6.600000E-002
 913906  3.000000E-003
 913926  1.200000E-002
 913932           NULL
 913934  6.000000E-003
 913954  1.900000E-002
 913956  2.700000E-002
 913964  4.000000E-003
 914002  4.900000E-002
 914022  3.000000E-002
 914082  5.900000E-002
 914114  3.290000E-001
 914127           NULL
 914128  4.000000E-003
 914130  9.000000E-003
 914201  5.100000E-002
 914229  1.100000E-002
 914233  1.200000E-002
 914254  3.740000E-001
 914261  1.130000E-001
 914272  1.600000E-002
 914276  1.200000E-002
 914313  6.000000E-003
 914318  5.400000E-002
 914361  1.000000E-003
 914364  2.500000E-002
 914372  1.890000E-001
 914430  3.020000E-001
 914450  5.700000E-002
 914468  4.870000E-001
 914478  2.800000E-002
 914504           NULL
 914521  2.700000E-002
 914532  7.200000E-002
 914534  8.500000E-002
 914539  2.200000E-002
 914548  4.900000E-002
 914572           NULL
 914574  5.000000E-003
 914580  2.150000E-001
 914605  1.000000E-002
 914619  5.000000E-003
 914622  1.620000E-001
 914639  1.000000E-002
 914658  2.300000E-002
 914678           NULL
 914713  2.600000E-002
 914748  3.000000E-003
 914800  3.000000E-003
 914815  1.450000E-001
 914837  1.600000E-002
 914876  1.900000E-002
 914892  1.400000E-002
 914895  7.000000E-003
 914897  2.000000E-002
 914898  9.500000E-002
 914900  9.100000E-002
 914914  5.000000E-003
 914929  3.000000E-003
 914949  1.700000E-002
 914962           NULL
 914971           NULL
 915008  4.700000E-002
 915013  5.700000E-002
 915023  1.380000E-001
 915041           NULL
 915100  2.400000E-002
 915106  4.100000E-002
 915127  1.190000E-001
 915177  5.700000E-002
 915185  5.000000E-003
 915192  1.800000E-002
 915194  7.300000E-002
 915196  4.400000E-002
 915199  9.100000E-002
 915219  1.100000E-002
 915231  2.000000E-003
 915259  1.700000E-002
 915264  9.000000E-003
 915290  1.180000E-001
 915291  9.000000E-002
 915296  5.000000E-003
 915308  1.260000E-001
 915310           NULL
 915342  3.300000E-002
 915346  2.490000E-001
 915381  8.000000E-003
 915435  1.000000E-002
 915513  2.000000E-002
 915575  6.200000E-002
 915577  4.500000E-002
 915590  1.200000E-002
 915595  1.200000E-002
 915598  6.000000E-003
 915604  4.000000E-002
 915622  3.110000E-001
 915640  4.600000E-002
 915762  2.500000E-002
 915771  2.400000E-002
 915786  7.430000E-001
 915796  5.100000E-002
 915804  1.260000E-001
 915820  2.240000E-001
 915836  6.000000E-003
 915844  1.490000E-001
 915851  8.400000E-002
 915879  4.600000E-002
 915891  1.610000E-001
 915904  1.710000E-001
 915906  5.400000E-002
 915907  1.760000E-001
 915913  6.900000E-002
 915965  4.700000E-002
 915989           NULL
 916005           NULL
 916014  3.800000E-002
 916060  2.400000E-002
 916069  3.400000E-002
 916083  1.100000E-002
 916115  1.200000E-002
 916174  3.000000E-003
 916178  4.000000E-003
 916200  3.800000E-002
 916232  1.320000E-001
 916255  1.500000E-002
 916271  2.200000E-002
 916283  1.180000E-001
 916285  1.500000E-002
 916293  2.100000E-002
 916310  6.300000E-002
 916319  6.700000E-002
 916338  4.300000E-002
 916363  7.690000E-001
 916387  5.000000E-003
 916478  2.700000E-002
 916479  1.100000E-002
 916482  4.200000E-002
 916518           NULL
 916540           NULL
 916563  3.600000E-002
 916565  6.200000E-002
 916574  1.600000E-002
 916595  1.290000E-001
 916635  3.100000E-002
 916658  3.000000E-003
 916709  5.000000E-003
 916714  1.500000E-002
 916715  2.700000E-002
 916748  4.000000E-003
 916770           NULL
 916796  1.700000E-002
 916803  3.400000E-002
 916857  1.300000E-002
 916865  1.700000E-002
 916883  5.000000E-003
 916964  4.000000E-003
 916982           NULL
 916997  1.600000E-002
 917028  9.600000E-002
 917042  8.100000E-002
 917049  5.400000E-002
 917053  7.300000E-002
 917069  1.600000E-002
 917107  6.200000E-002
 917160           NULL
 917184  3.900000E-002
 917189           NULL
 917192  1.200000E-002
 917256  1.100000E-002
 917264  2.900000E-002
 917329  4.900000E-002
 917401           NULL
 917423  1.900000E-002
 917429  1.600000E-002
 917430  3.790000E-001
 917435  1.000000E-002
 917456  8.000000E-003
 917464  1.300000E-002
 917536           NULL
 917544  4.100000E-002
 917546  4.200000E-002
 917564  5.000000E-003
 917600  3.600000E-002
 917627  1.800000E-002
 917646  6.900000E-002
 917729  5.500000E-002
 917782  1.400000E-002
 917788  5.000000E-003
 917804  5.500000E-002
 917812  1.600000E-002
 917817  9.000000E-002
 917827  3.400000E-002
 917834           NULL
 917852  5.810000E-001
 917856  2.100000E-002
 917883  1.510000E-001
 917926           NULL
 917951  2.000000E-003
 917976  4.310000E-001
 918034  3.000000E-002
 918073  4.000000E-003
 918080  6.300000E-002
 918082           NULL
 918090  3.600000E-002
 918094  1.300000E-002
 918112  1.500000E-002
 918146  1.980000E-001
 918152           NULL
 918159  1.600000E-002
 918180  3.100000E-002
 918232  2.200000E-002
 918233  9.000000E-003
 918234  3.700000E-002
 918262  1.500000E-002
 918278  2.300000E-002
 918306  1.000000E-002
 918322  1.000000E-002
 918341  2.600000E-002
 918350  1.030000E-001
 918354  3.200000E-002
 918430  9.000000E-003
 918443  3.700000E-002
 918448  6.900000E-002
 918486           NULL
 918526  2.000000E-002
 918541  1.480000E-001
 918542           NULL
 918551  4.300000E-002
 918584           NULL
 918599  3.600000E-002
 918620  7.300000E-002
 918641           NULL
 918646  3.000000E-002
 918694  1.920000E-001
 918735  4.200000E-002
 918738  1.310000E-001
 918770  3.000000E-003
 918780  4.200000E-002
 918785  4.900000E-002
 918805           NULL
 918813  3.000000E-003
 918886  3.740000E-001
 918898  4.200000E-002
 918903  5.100000E-002
 918911  8.000000E-003
 918923  1.200000E-002
 918938  2.720000E-001
 918947  1.160000E-001
 918951  3.810000E-001
 918982  1.780000E-001
 918984  5.800000E-002
 918997  4.000000E-003
 919002  2.700000E-002
 919006  5.300000E-002
 919022           NULL
 919030           NULL
 919043  6.700000E-002
 919050  1.700000E-002
 919121           NULL
 919131  1.200000E-002
 919136           NULL
 919147           NULL
 919155  1.400000E-002
 919170  3.700000E-002
 919208           NULL
 919292  2.800000E-002
 919300           NULL
 919312  1.410000E-001
 919314  1.700000E-002
